geneID	Mapman ANN	description	At homolog	At Tair9 short description	RPKM-base	RPKM-1cm	RPKM+4 cm	RPKMtip	GeneName
GRMZM2G074479	protein.degradation.ubiquitin.E2	ubiquitin-conjugating enzyme E2-17 kDa, putative, expressed	AT2G02760.1	ATUBC2 (UBIQUITING-CONJUGATING ENZYME 2); ubiquitin-protein ligase	101.2607529	120.7889828	162.2739821	227.0609243	UBC2
GRMZM2G074530	cell.vesicle transport	protein binding protein, putative, expressed	AT5G03540.2	ATEXO70A1 (exocyst subunit EXO70 family protein A1); protein binding	17.78549765	18.07804	10.9617668	7.910858691	EXO70A1
GRMZM2G074549	protein.degradation.ubiquitin.proteasom	proteasome subunit beta type 7-A precursor, putative, expressed	AT3G27430.2	PBB1; endopeptidase/ peptidase/ threonine-type endopeptidase	70.26669135	33.14296696	24.20500273	21.37672162	PBB1
GRMZM2G074572	cell.division	SCD1, putative, expressed	AT1G49040.2	SCD1 (STOMATAL CYTOKINESIS-DEFECTIVE 1); protein binding	11.37645913	4.64792872	2.275912226	1.721851757	SCD1
GRMZM2G074589	amino acid metabolism.synthesis.aspartate family.asparagine.asparagine synthetase	asparagine synthetase, putative, expressed	AT5G65010.1	ASN2 (ASPARAGINE SYNTHETASE 2); asparagine synthase (glutamine-hydrolyzing)	49.87412949	76.02449541	40.60876508	22.95634647	ASN2
GRMZM2G074599	not assigned	EMB1796, putative, expressed	AT3G49240.1	emb1796 (embryo defective 1796); ATP binding	15.27089475	7.715692025	2.254722726	5.722192673	emb1796
GRMZM2G074604	secondary metabolism.phenylpropanoids.lignin biosynthesis.PAL	phenylalanine ammonia-lyase, putative, expressed	AT2G37040.1	pal1 (Phe ammonia lyase 1); phenylalanine ammonia-lyase	396.8266209	254.4480698	33.54667632	4.689052574	PAL1
GRMZM2G074672	not assigned	protein CCC1, putative, expressed	AT2G01770.1	VIT1 (vacuolar iron transporter 1); iron ion transmembrane transporter	0.38844436	8.58477254	0.278811077	0.043089713	VIT1
GRMZM2G074687	signalling.calcium	calreticulin precursor, putative, expressed	AT1G56340.2	CRT1 (CALRETICULIN 1); calcium ion binding / unfolded protein binding	303.6530539	30.50284828	10.30255558	13.24988624	CRT1a
GRMZM2G074781	major CHO metabolism.degradation.starch.starch cleavage	alpha-amylase isozyme C2 precursor, putative, expressed	AT4G25000.1	AMY1 (ALPHA-AMYLASE-LIKE); alpha-amylase	0.093112047	1.716837936	0.055693669	0.018075433	AMY1
GRMZM2G074790	protein.folding	chaperonin CPN60-2, mitochondrial precursor, putative, expressed	AT3G13860.1	HSP60-3A (HEAT SHOCK PROTEIN 60-3A); ATP binding / protein binding	68.75104015	4.628278077	1.273083636	2.843653953	HSP60-3A
GRMZM2G074792	cell wall.cellulose synthesis	CSLC7 - cellulose synthase-like family C, expressed	AT4G07960.1	ATCSLC12 (CELLULOSE-SYNTHASE LIKE C12); cellulose synthase/ transferase, transferring glycosyl groups	51.94013664	20.428901	4.895142212	1.328067599	CSLC12
GRMZM2G074811	misc.beta 1,3 glucan hydrolases	glucan endo-1,3-beta-glucosidase 3 precursor, putative, expressed	AT5G08000.1	E13L3 (GLUCAN ENDO-1,3-BETA-GLUCOSIDASE-LIKE PROTEIN 3); callose binding / polysaccharide binding	82.81660673	1.176644241	0.336178388	1.034635452	E13L3
GRMZM2G074818	not assigned	sister chromatid cohesion 1 protein 3, putative, expressed	AT3G59550.1	SYN3	3.630344634	0.282400639	0.046950052	0	SYN3
GRMZM2G074850	cell wall.precursor synthesis.GMD	GDP-mannose 4,6 dehydratase 2, putative, expressed	AT3G51160.1	MUR1 (MURUS 1); GDP-mannose 4,6-dehydratase	51.81007883	7.053704529	2.34540399	3.026470024	MUR1
GRMZM2G074857	S-assimilation	EMB1374, putative, expressed	AT4G26500.1	CPSUFE (CHLOROPLAST SULFUR E); enzyme activator/ transcription regulator	16.86425078	31.45497885	29.39053974	28.58399712	CPSUFE
GRMZM2G074898	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L24	60S ribosomal protein L24, putative, expressed	AT3G53020.1	STV1 (SHORT VALVE1); structural constituent of ribosome	294.0166028	131.2223288	30.86985734	50.75346589	STV1
GRMZM2G074957	cell.organisation	kinesin light chain, putative, expressed	AT4G10840.1	kinesin light chain-related	39.51767611	14.7869583	4.008824937	2.568721529	KLCR1
GRMZM2G075002	protein.postranslational modification	CBL-interacting serine/threonine-protein kinase 1, putative, expressed	AT3G17510.1	CIPK1 (CBL-INTERACTING PROTEIN KINASE 1); kinase/ protein binding	0.331313943	20.91926353	9.178611054	10.97132643	CIPK1
GRMZM2G075003	protein.targeting.mitochondria	mitochondrial import inner membrane translocase subunit Tim8, putative, expressed	AT5G50810.1	TIM8; P-P-bond-hydrolysis-driven protein transmembrane transporter	50.41159314	9.207899337	2.432856608	6.223007484	TIM8
GRMZM2G075051	signalling.G-proteins	ras-related protein Rab-18, putative, expressed	AT5G03530.1	RABC2A (RAB GTPASE HOMOLOG C2A); GTP binding / GTP-dependent protein binding / myosin XI tail binding	5.211758871	1.916867457	1.094870885	1.235234299	RABC2A
GRMZM2G075101	not assigned	nuclear matrix protein 1, putative, expressed	AT5G17620.1	0	10.55862397	9.689479706	3.539117035	1.505093197	08/07/13
GRMZM2G075117	cell.cycle	cyclin delta-2, putative, expressed	AT5G65420.1	CYCD4;1 (CYCLIN D4;1); cyclin-dependent protein kinase regulator	98.11545812	23.00166596	2.663982548	5.020246665	CYCD4
GRMZM2G075124	protein.postranslational modification	casein kinase I isoform delta-like, putative, expressed	AT3G23340.1	ckl10 (Casein Kinase I-like 10); ATP binding / kinase/ protein kinase/ protein serine/threonine kinase	15.43907132	16.73073327	21.95770541	23.88856587	ckl10
GRMZM2G075136	not assigned	ALMT1, putative, expressed	AT3G18440.1	AtALMT9 (aluminum-activated malate transporter 9); anion channel	15.41577554	4.72453431	2.527163215	6.502432525	ALMT9
GRMZM2G075140	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	fatty acid elongase, putative, expressed	AT1G04220.1	KCS2 (3-KETOACYL-COA SYNTHASE 2); fatty acid elongase	9.6707122	185.7094488	42.05590334	9.101302666	KCS2
GRMZM2G075145	not assigned	N-acetyltransferase ESCO1, putative, expressed	AT4G31400.1	DNA-directed DNA polymerase/ damaged DNA binding	8.249485025	3.847967363	3.097007765	3.845802149	CTF7
GRMZM2G075148	stress.abiotic.drought/salt	hydrophobic protein LTI6A, putative, expressed	AT3G05890.1	RCI2B (RARE-COLD-INDUCIBLE 2B)	45.04015628	7.909412956	9.436186413	7.790566035	RCI2B
GRMZM2G075150	not assigned	exocyst complex subunit Sec15-like family protein, expressed	AT3G56640.1	exocyst complex subunit Sec15-like family protein	5.965487342	1.839622429	1.307330562	0.953691408	SEC15A
GRMZM2G075153	amino acid metabolism.synthesis.aspartate family.methionine.cystathionine gamma-synthase	cystathionine beta-lyase, putative, expressed	AT3G01120.1	MTO1 (METHIONINE OVERACCUMULATION 1); cystathionine gamma-synthase	24.89455915	48.01618143	75.29939919	79.69806296	MTO1
GRMZM2G075255	secondary metabolism.wax	CER1, putative, expressed	AT1G02205.2	CER1 (ECERIFERUM 1); octadecanal decarbonylase	14.74794273	0.656402931	6.002105175	0.118059931	CER1
GRMZM2G075295	lipid metabolism.Phospholipid synthesis	glycerol-3-phosphate acyltransferase 8, putative, expressed	AT2G38110.1	GPAT6 (GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE 6); 1-acylglycerol-3-phosphate O-acyltransferase/ acyltransferase	58.09019186	8.570056556	0.031868792	0.017238411	GPAT6
GRMZM2G075336	transport.ABC transporters and multidrug resistance systems	ATP-dependent transporter YFL028C, putative, expressed	AT1G03905.1	ABC transporter family protein	44.82845733	66.67825553	116.8467965	137.6491895	ABCI19
GRMZM2G075368	hormone metabolism.ethylene.signal transduction	ethylene receptor, putative, expressed	AT3G23150.1	ETR2 (ethylene response 2); ethylene binding / glycogen synthase kinase 3/ protein histidine kinase/ receptor	12.00968628	1.6350997	0.467513646	0.562601771	ETR2
GRMZM2G075387	misc.UDP glucosyl and glucoronyl transferases	cis-zeatin O-glucosyltransferase, putative, expressed	AT2G15490.1	UGT73B4 (UDP-GLYCOSYLTRANSFERASE 73B4); UDP-glucosyltransferase/ UDP-glycosyltransferase/ quercetin 3-O-glucosyltransferase/ quercetin 7-O-glucosyltransferase/ transferase, transferring glycosyl groups	1.723410023	0.250015245	0.227226764	0.142097222	UGT73B4
GRMZM2G075436	cell wall.hemicellulose synthesis	xyloglucan galactosyltransferase KATAMARI 1, putative, expressed	AT2G20370.1	MUR3 (MURUS 3); catalytic/ transferase, transferring glycosyl groups	0.976116626	0	0	0	MUR3
GRMZM2G075438	signalling.receptor kinases.DUF 26	receptor-like protein kinase homolog RK20-1, putative, expressed	AT4G23180.1	CRK10 (CYSTEINE-RICH RLK10); ATP binding / kinase/ protein kinase/ protein serine/threonine kinase/ protein tyrosine kinase	0.636259137	8.481092524	0.380569508	0.469353926	CRK10
GRMZM2G075470	not assigned	alpha-mannosidase 2, putative, expressed	AT5G14950.1	GMII (GOLGI ALPHA-MANNOSIDASE II); alpha-mannosidase	6.027412455	4.370423427	2.337555349	2.935103646	GMII
GRMZM2G075496	cell.vesicle transport	oxysterol-binding protein OBPa, putative, expressed	AT5G57240.2	ORP4C (OSBP(OXYSTEROL BINDING PROTEIN)-RELATED PROTEIN 4C); oxysterol binding	1.342697345	6.071656895	1.517611637	2.552591385	ORP4C
GRMZM2G075513	secondary metabolism.flavonoids.anthocyanins.anthocyanin 5-aromatic acyltransferase	anthocyanin 5-aromatic acyltransferase, putative, expressed	AT3G29670.1	transferase family protein	9.852249921	4.34821142	0.076346372	0.154864291	PMAT2
GRMZM2G075562	RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family	zinc finger protein CONSTANS-LIKE 11, putative, expressed	AT5G48250.1	zinc finger (B-box type) family protein	1.198607707	4.539695124	6.51213156	3.513864746	BBX8
GRMZM2G075594	transport.ABC transporters and multidrug resistance systems	major facilitator superfamily antiporter, putative	AT3G43790.1	ZIFL2 (ZINC INDUCED FACILITATOR-like 2); carbohydrate transmembrane transporter/ sugar:hydrogen symporter	34.18618657	14.32514597	0.805454222	0	ZIFL2
GRMZM2G075624	not assigned	translationally-controlled tumor protein, putative, expressed	AT3G16640.1	TCTP (TRANSLATIONALLY CONTROLLED TUMOR PROTEIN)	348.5529451	227.8920207	146.5486201	155.8662633	TCTP
GRMZM2G075637	DNA.synthesis/chromatin structure	protein SET, putative, expressed	AT1G18800.1	NRP2 (NAP1-RELATED PROTEIN 2); DNA binding / chromatin binding / histone binding	60.08283383	21.82698659	4.253415788	14.18026808	NRP2
GRMZM2G075676	protein.degradation.serine protease	retrotransposon protein, putative, unclassified	AT2G23000.1	scpl10 (serine carboxypeptidase-like 10); serine-type carboxypeptidase	5.195269991	22.84637011	35.55232218	32.67803178	scpl10
GRMZM2G075683	protein.postranslational modification	casein kinase I isoform delta-like, putative, expressed	AT4G14340.1	CKI1 (CASEIN KINASE I); kinase/ protein serine/threonine kinase	18.13313076	10.96453575	7.617760975	5.518641687	CKI1
GRMZM2G075690	not assigned	mov34/MPN/PAD-1 family protein, expressed	AT4G16144.1	0	6.199396583	14.03601577	13.62187514	10.67899282	AMSH3
GRMZM2G075701	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.SMT	24-methylenesterol C-methyltransferase 2, putative, expressed	AT1G20330.1	SMT2 (STEROL METHYLTRANSFERASE 2); S-adenosylmethionine-dependent methyltransferase	112.7142172	3.379933567	0.766032658	1.313960636	SMT2
GRMZM2G075715	RNA.regulation of transcription.ARF, Auxin Response Factor family	auxin response factor 8, putative, expressed	AT5G37020.2	ARF8 (AUXIN RESPONSE FACTOR 8); transcription factor	1.578319212	0.12608595	0.102702993	0.130889958	ARF8
GRMZM2G075719	signalling.G-proteins	ras-related protein Rab-6A, putative, expressed	AT2G44610.1	RAB6A; GTP binding / protein binding	51.95036992	16.66012789	8.077009559	10.20623716	RAB6A
GRMZM2G075892	not assigned	progesterone 5-beta-reductase, putative, expressed	AT4G24220.1	VEP1 (VEIN PATTERNING 1); binding / catalytic	0.518102943	4.66931686	3.111356168	1.287386218	VEP1
GRMZM2G075900	transport.H+ transporting pyrophosphatase	pyrophosphate-energized membrane proton pump 3, putative, expressed	AT1G16780.1	vacuolar-type H+-translocating inorganic pyrophosphatase, putative	16.45881962	10.51048257	4.940713519	4.6776002	VHP2
GRMZM2G075956	RNA.regulation of transcription.C2H2 zinc finger family	nucleic acid binding protein, putative, expressed	AT1G34370.2	STOP1 (sensitive to proton rhizotoxicity 1); nucleic acid binding / transcription factor/ zinc ion binding	6.617408042	11.64446002	15.05017077	13.03157437	STOP1
GRMZM2G075958	not assigned	expressed protein	AT1G64770.1	NDF2 (NDH-DEPENDENT CYCLIC ELECTRON FLOW 1); carbohydrate binding / catalytic	13.60239141	74.97405512	117.7976799	132.7074645	PnsB2
GRMZM2G075974	nucleotide metabolism.synthesis.unspecified	defense-related protein, putative, expressed	AT4G30550.1	glutamine amidotransferase class-I domain-containing protein	21.07387118	6.638569157	3.07000145	4.242138392	GGP3
GRMZM2G075988	not assigned	plant-specific domain TIGR01568 family protein, expressed	AT5G01840.1	OFP1 (OVATE FAMILY PROTEIN 1); protein binding / transcription repressor	3.141293005	0.575739331	0.538860219	0.644322699	OFP1
GRMZM2G076049	misc.gluco-, galacto- and mannosidases	endoglucanase 1 precursor, putative, expressed	AT1G70710.1	ATGH9B1 (ARABIDOPSIS THALIANA GLYCOSYL HYDROLASE 9B1); cellulase/ hydrolase, hydrolyzing O-glycosyl compounds	36.17834785	0.447192857	0.01802359	0	GH9B1
GRMZM2G076062	not assigned	YT521-B-like family protein, expressed	AT3G13460.1	ECT2; protein binding	162.1448392	20.54973239	26.35441385	51.42898134	ECT2
GRMZM2G076075	glycolysis.G6PIsomerase	glucose-6-phosphate isomerase, putative, expressed	AT4G24620.2	PGI1 (PHOSPHOGLUCOSE ISOMERASE 1); glucose-6-phosphate isomerase	21.4179803	26.0980199	38.26013117	34.35814905	PGI1
GRMZM2G076145	PS.photorespiration.glycolate oxydase	hydroxyacid oxidase 1, putative, expressed	AT4G18360.1	(S)-2-hydroxy-acid oxidase, peroxisomal, putative / glycolate oxidase, putative / short chain alpha-hydroxy acid oxidase, putative	20.60661953	0.514182296	1.34357501	4.937886444	GOX3
GRMZM2G076225	not assigned	L-ascorbate oxidase homolog precursor, putative, expressed	AT1G76160.1	sks5 (SKU5 Similar 5); copper ion binding / oxidoreductase	25.28229613	25.64084444	0.127906273	0.025945063	sks5
GRMZM2G076257	not assigned	pentatricopeptide repeat protein PPR1106-17, putative, expressed	AT4G18750.1	DOT4 (DEFECTIVELY ORGANIZED TRIBUTARIES 4)	8.13246677	15.4940505	6.312124768	4.569867472	DOT4
GRMZM2G076263	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S21	ribosome-like protein, putative, expressed	AT3G27160.1	GHS1 (GLUCOSE HYPERSENSITIVE 1); structural constituent of ribosome	44.6502241	66.26503402	29.53550781	30.30919163	GHS1
GRMZM2G076265	RNA.regulation of transcription.MADS box transcription factor family	MADS-box transcription factor 18, putative, expressed	AT5G60910.2	AGL8 (agamous-like 8); transcription factor	12.99442534	4.14980749	1.51800209	4.332691944	AGL8
GRMZM2G076272	RNA.regulation of transcription.HB,Homeobox transcription factor family	BEL1-related homeotic protein 13, putative, expressed	AT4G32980.1	ATH1 (ARABIDOPSIS THALIANA HOMEOBOX GENE 1); DNA binding / sequence-specific DNA binding / transcription factor	47.71838043	6.144273852	0.120177188	0.052004826	ATH1
GRMZM2G076276	misc.UDP glucosyl and glucoronyl transferases	transferase, transferring glycosyl groups, putative, expressed	AT3G61130.1	GAUT1 (GALACTURONOSYLTRANSFERASE 1); polygalacturonate 4-alpha-galacturonosyltransferase/ transferase, transferring glycosyl groups	12.12628805	6.372224131	3.586448191	1.660312624	GAUT1
GRMZM2G076307	not assigned	beta3-glucuronyltransferase, putative, expressed	AT2G37090.1	IRX9 (IRREGULAR XYLEM 9); transferase, transferring glycosyl groups / xylosyltransferase	23.39153655	7.681276815	0.316784617	0	IRX9
GRMZM2G076389	cell.vesicle transport	protein binding protein, putative, expressed	AT1G54090.1	ATEXO70D2 (exocyst subunit EXO70 family protein D2); protein binding	2.55308813	0.543511402	0.187950028	0.051614841	EXO70D2
GRMZM2G076450	cell.organisation	regulatory protein NPR1, putative, expressed	AT4G19660.1	NPR4 (NPR1-like protein 4); protein binding	12.62881759	12.25616327	19.78737191	19.85726306	NPR4
GRMZM2G076484	DNA.synthesis/chromatin structure	ATP-dependent RNA helicase DBP3, putative, expressed	AT1G31970.1	STRS1 (STRESS RESPONSE SUPPRESSOR 1); ATP binding / ATP-dependent helicase/ helicase/ nucleic acid binding	25.82470693	14.5116509	3.912575179	9.362275955	STRS1
GRMZM2G076524	not assigned	expressed protein	AT1G47420.1	0	34.09362429	23.80076719	17.33277006	12.26273403	SDH5
GRMZM2G076526	transport.ABC transporters and multidrug resistance systems	ABC transporter-like protein, putative, expressed	AT3G13220.1	ABC transporter family protein	4.470159649	12.08397992	4.48407311	3.407400102	ABCG26
GRMZM2G076537	DNA.unspecified	DNA polymerase III subunit epsilon, putative, expressed	AT5G26940.4	exonuclease family protein	7.876738498	3.984610077	2.351584229	1.615954827	DPD1
GRMZM2G076544	cell.cycle.peptidylprolyl isomerase	peptidyl-prolyl cis-trans isomerase, chloroplast precursor, putative, expressed	AT5G13120.1	peptidyl-prolyl cis-trans isomerase cyclophilin-type family protein	165.1308969	377.8254403	240.3413309	124.9327523	Pnsl5
GRMZM2G076617	not assigned	expressed protein	AT3G52115.1	ATGR1 (ARABIDOPSIS THALIANA GAMMA RESPONSE GENE 1)	4.303786943	0.395876997	0.299214543	0.248058632	GR1
GRMZM2G076630	not assigned	transcriptional corepressor SEUSS, putative, expressed	AT5G62090.2	0	6.218008599	15.65953693	7.124909249	6.943173449	SLK2
GRMZM2G076657	RNA.regulation of transcription.WRKY domain transcription factor family	SPF1-like DNA-binding protein, putative, expressed	AT2G03340.1	WRKY3; transcription factor	1.164279433	4.490610615	1.843405062	1.941082469	WRKY3
GRMZM2G076683	not assigned	expressed protein	AT5G56550.1	OXS3 (OXIDATIVE STRESS 3)	2.246425214	2.992884067	9.89275447	10.53880925	OXS3
GRMZM2G076723	N-metabolism.nitrate metabolism.NR	nitrate reductase 1, putative, expressed	AT1G77760.1	NIA1 (NITRATE REDUCTASE 1); nitrate reductase	5.448382097	5.947451477	20.97727546	21.43164504	NIA1
GRMZM2G076730	RNA.processing.RNA helicase	regulator of nonsense transcripts 1, putative, expressed	AT5G47010.1	LBA1 (LOW-LEVEL BETA-AMYLASE 1); ATP binding / DNA binding / RNA helicase/ hydrolase	11.44637331	7.309608456	4.335790921	5.35760177	LBA1
GRMZM2G076826	protein.degradation.autophagy	autophagy-related protein 8 precursor, putative, expressed	AT1G62040.1	ATG8C (autophagy 8c); microtubule binding	14.06960805	85.66344702	65.96511105	60.05572011	ATG8C
